Generated_SELFIES	Generated_SMILES	Ground_Truth_SELFIES
[C][C][C][C][C][Branch1][Ring1][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][C][C][=Branch1][C][=O][N][C][C][C][Branch1][C][C]	C1CCCC1(CC)C=CC2=CC=C(C=C2)SCC(=O)NCCCC	[C][C][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring1][Ring1][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][=C][C][=C][S][Ring1][Branch1][C][O][C]
[C][C][C][C][C][C][C][C][C][C][Branch1][C][C][O]	CCCCCCCCCC(C)O	[C][C][C][Branch1][C][C][Branch1][=Branch2][C][C][C][C][Branch1][C][C][C][O]
[C][=C][C][=Branch2][Ring1][Ring1][=C][Branch2][Ring1][#C][C][Ring1][Branch1][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][C][N][O-1]	C1=CC=CC1NC(=O)NC2=CC=C(C=C2)[N+1](=O)CN[O-1]	[C][=C][C][=Branch2][Ring1][C][=C][Branch1][#Branch2][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][N+1][=Branch1][C][=O][O-1][N][C][C][C][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][N][N]
[C][C][C@@H1][Branch1][C][C][=Branch1][C][=Branch1][C][=O][O][N]	CC[C@@H1](C)C(=O)ON	[C][C@H1][Branch1][#Branch2][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][O]
[C][C][C][=Branch1][C][=O][C][N][Ring1][=Branch1][C][=Branch1][C][=O][O]	C1CC(=O)CN1C(=O)O	[C][C][C][Branch1][#Branch1][N][C][C][Ring1][=Branch1][O][C][=Branch1][C][=O][O]
[C][C][C@H1][Branch1][C][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][O]	CC[C@H1](C)[C@@H1](C(=O)[O-1])NO	[C][C][C@H1][Branch1][C][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][O]
[C][=C][C][=Branch2][Ring1][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][O][C][=Branch1][C][=O][O]	C1=CC(C(=C1)[N+1])C=O	[C][=C][Branch2][Ring1][C][C][=C][Branch1][=N][C][=Branch1][=Branch2][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][O][Br][C][C][=Branch1][C][=O][O]
[C][C][=C][Branch1][S][O][N][C][Ring1][Branch1][C][=Branch1][C][=O][N][Ring1][#Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1]	CC1=C(ONC1C(=O)NCC2=C)C=CC=C2	[C][C][=C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][Branch1][Branch1][N][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=O]
[C][C@@][Branch2][Ring1][Branch1][C][C][=Branch1][C][=O][C][C][O][Ring1][#Branch1][C][C][=C][O][Ring1][=Branch2][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=C]	C[C@@]1(CC(=O)CCO1)CCCCCCCCCCC=C	[C][C@@][Branch2][Ring1][Branch1][C][C@@][Branch1][S][C@@H1][Branch1][=Branch2][C][C][=Branch1][C][=O][O][Ring1][=Branch1][O][O][Ring1][#Branch2][C][C][C][C][C][C][C][C][C][/C][=C][/C][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1]
[C][C][Branch1][=Branch2][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=C]	CC(CCCCCCCC)CCCCCCCCCCC=C	[C][C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=C]
[C][=C][C][=Branch2][Ring1][#C][=C][Branch1][#Branch2][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][O-1][C][C][C][=Branch1][C][=O][O-1]	C1=CC=C(C=C1[N+1]O)[O-1]	[C][=C][C][=Branch2][Ring1][=C][=C][Branch2][Ring1][Branch1][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][N][C][C][C][C][C][C][=Branch1][C][=O][O-1][N+1][=Branch1][C][=O][O-1][O]
[C][C@][C][C][C@@H1][Branch2][#Branch2][#Branch1][C][Branch2][#Branch2][=Branch1][C@@H1][Ring1][=Branch1][C][C][C@@][Branch2][=Branch2][Ring2][C@@H1][Ring1][#Branch2][C][C][C][C][C][=C][C@@][Ring1][=C][C][Ring1][=Branch1][C@H1][Ring1][=Branch1][C][=Branch1][C][=O][C][C][C][C@@][Branch1][=Branch2][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][C][Branch1][C][C][C@H1][C@H1][Branch1][=N][C@@H1][Branch2][=Branch2][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][C@H1][C@@H1][Branch1][P][C@H1][C@@H1][Branch1][=N][C@@H1][C@@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][O][O][C@@H1][Branch2][Ring2][P][C@H1][Branch1][P][Branch1][=N][C@H1][Branch1][Branch1][=Branch2][Branch1][Ring2][C][O][Ring1][=Branch1][C][O][O][O][O][O][C][C@@H1][C@H1][P][O][O][C@H1][Branch1][P][C@H1][Branch1][=N][Ring2][C@H1][Branch1][=Branch2][C@H1][=N][=Branch2][O][Branch1][C@H1][C@H1][O][O][Branch1][=Branch2][C][Branch1][=Branch2][C@H1][O][O][C@@H1][Branch1][C@@H1][=Branch1][C@@H1][Branch1][C][C][=Branch1][O][C][O][=Branch2][O][C@H1][O][O][C@@H1][C][O][Branch1][C@@H1][Branch1][C@H1][O][Branch1][C][Branch1][Branch1][Ring1][O][C][C][=Branch1][O][C][O][C][=Branch1][Branch1][C]	C[C@]12CC[C@@H1](C[C@@H1]1CC[C@@][C@@H1]2CCC3C4C=C[C@@]C3[C@H1]4C(=O)CC5C[C@@](C(CC5)C)CCC(C6)[C@H1][C@H1][C@@H1][C@H1](O6)COOO[C@H1][C@@H1]([C@H1][C@@H1][C@@H1][C@@H1](O7)COOOO8)O[C@@H1]([C@H1](N[C@H1]78)OOC[C@@H1][C@H1]P9OO[C@H1][C@H1]9O)C([C@H1]OO[C@@H1][C@@H1])(C)OCOO[C@H1]OO[C@@H1]CO[C@@H1](O)C)OCOCC	[C][C@@][C][C][C@@H1][C@@][Branch2][Branch1][N][C@H1][Ring1][=Branch1][C][C][=C][C@][Ring1][#Branch2][Branch2][Ring2][#C][C][C][C@@][Branch1][S][C@H1][Ring1][=Branch1][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][Branch1][C][C][C][C][=Branch1][C][=O][O][C@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][O][C][Branch2][Ring1][Ring1][C][C@H1][Branch1][=C][C@@H1][Branch1][#Branch2][C@@][Ring2][Ring2][Ring2][Branch1][C][C][C][O][O][O][C]
[C][C@@H1][Branch1][Ring1][C][=Branch1][C][=O][O][N][C@@H1][Branch1][#Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][C][C][=Branch1][C][=O][N][C][C][N][O]	C[C@@H1](C=O)ON[C@@H1](CCCC=O)NCCCC(=O)NCCNO	[C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][N]
[C][C][Branch1][C][C][Branch1][C][C][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][C][C]	CC(C)(C)C(C)C(=O)NCC	[C][C][Branch1][C][C][Branch1][C][C][C][=N][N][=C][Branch1][=Branch2][N][Branch1][Branch1][C][Ring1][=Branch1][=O][N][S][C]
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O]	C1=CC=C(C=C1)C=O	[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=Branch1][Branch1][=C][N][Ring1][Branch2][C][=O]
[C][Branch1][Ring1][C][C][Branch1][N][C][O][P][Branch1][=Branch1][C][=Branch1][C][=O][O][N]	C(CC)COP(C(=O)O)N	[N][P][Branch1][C][O][O]
[C][C][=Branch1][C][=O][N][C@@H1][C@H1][Branch2][N][Ring2][C][C@@][Branch1][#C][O][C@H1][Ring1][=Branch1][C@@H1][Branch1][#Branch1][C@@H1][Branch1][Ring1][C][O][O][O][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C@H1][C@H1][Branch2][Branch2][#Branch2][#Branch1][Branch2][#Branch1][=C][O][C@H1][Branch2][=Branch2][Branch1][C@@H1][Branch1][Ring2][O][Ring1][=Branch1][O][C@@H1][C@H1][Branch2][Branch2][N][O][C@@H1][Branch1][=C][O][C@@H1][Ring1][=Branch1][N][C][=Branch1][C][=O][C][O][O][C@H1][C@@H1][Branch2][=Branch1][Ring2][C@H1][Branch2][Ring2][#Branch1][O][C@@H1][Branch2][=Branch1][Ring1][Ring2][O][Ring1][=Branch1][O][C@H1][Branch2][Branch2][Branch2][Ring2][#C][C@H1][Branch2][=C][=Branch1][C@H1][Branch1][C@@H1][Branch1][=Branch2][C@H1][Ring2][O][Ring1][O][=Branch1][C][C][O][O][O][=Branch1][C][C][C@@H1][Branch1][C@H1][O][Branch1][Ring1][O][C@@H1][C@@H1][Branch1][P][C@H1][Branch1][C@@H1][Branch1][O][C@@H1][=N][Branch1][O][=Branch2][C@H1][O][C@H1][Branch1][C@H1][C@@H1][C@H1][Ring2][=Branch1][Ring1][O][O][C][C][O][C][O][O][C][C][C][=Branch1][O][=Branch1][O][=O][O][C][O][O][O][O][O]	C1C(=O)N[C@@H1]2[C@H1]C[C@@](O[C@H1]2[C@@H1]([C@@H1](CO)O)O)(C(=O)O)O[C@H1][C@H1]3CO[C@H1][C@@H1](O3)O[C@@H1]4[C@H1]O[C@@H1](O[C@@H1]4NC(=O)COO[C@H1])[C@@H1]([C@H1]O[C@@H1]1)OCCOCOOCCCOOCOOOOO	[C][C][=Branch1][C][=O][N][C@@H1][C@H1][Branch2][=Branch2][=Branch2][C][C@@][Branch1][#C][O][C@H1][Ring1][=Branch1][C@@H1][Branch1][#Branch1][C@@H1][Branch1][Ring1][C][O][O][O][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C][C@@H1][C@@H1][Branch2][#Branch1][Branch2][C@@H1][Branch2][#Branch1][Ring1][C@H1][Branch2][=Branch1][=C][C@@H1][Branch1][Ring2][O][Ring1][=Branch1][O][C@@H1][C@H1][Branch2][Branch1][S][O][C@H1][Branch1][=C][C@@H1][Branch1][Branch1][C@H1][Ring1][=Branch1][O][N][C][=Branch1][C][=O][C][O][C@H1][C@H1][Branch2][Ring2][Branch2][C@H1][Branch2][Ring2][C][O][C@H1][Branch1][Branch1][C@@H1][Ring1][=Branch1][O][O][C@@H1][C@H1][Branch1][#C][C@@H1][Branch1][O][O][C@@H1][Branch1][Branch1][C@H1][Ring1][=Branch1][O][C][O][O][N][C][=Branch1][C][=O][C][C][O][O][C][O][O][O][O][O]
[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch2][Ring1][Branch1][C][O][P][=Branch1][C][O][C][=O][Branch1][C][O-1][O][C][Branch1][C][C][C@@H1][Branch1][P][/C][=C][C][C][C][C][C][C][C][C][C][C][C][C][O]	CCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H1](COP(O)C=O)CCCCCCCCCCCCCO	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch2][Ring1][Branch1][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C][C@@H1][Branch1][P][/C][=C][/C][C][C][C][C][C][C][C][C][C][Branch1][C][C][C][O]
[C][C][Branch1][C][C][C][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Br]	CC(C)CCCC(=O)NC=CC=CC1=CC=CC=C1Br	[C][=C][C][=Branch2][Ring1][#Branch1][=C][C][=C][Ring1][=Branch1][C][N][=C][Branch1][C][N][S][C][C][C][C][=C][N][=C][N][Ring1][Branch1][Cl].[Br].[Br]
[C][C][C][C][C][C][=C][C][=C][C][=C][Branch1][=Branch1][C][Ring1][#Branch1][=O][C]	CCCCCC1=CC=CC=CC1=O	[C][=C][C][#C][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=C][S][Ring1][Branch1]
[C][=C][C][=C][Branch1][N][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O]	C=CC1=C(C=CC(=C1)OC=O)C2=CC=CC=C2O	[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][O][C][=Branch1][C][=O][C][=C][Branch1][#Branch2][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][O]
[C][=C][N][Branch1][#Branch2][C][=Branch1][C][=O][N][Branch1][C][C][=Branch1][C][=O][N]	C=CN(C(=O)NC)C=O	[C][=C][N][Branch2][Ring1][Ring2][C][=Branch1][N][=N][C][C][C][C][N][=C][Branch1][C][N][N][N][=C][Ring1][#C][N][C@H1][C@@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][Branch1][C][O][O][O]
[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=N][C][=Branch1][C][=O][O-1]	C1=CC=CC(=C1)C=NC(=O)[O-1]	[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=Branch1][Ring2][=N][Ring1][#Branch1][C][=Branch1][C][=O][O-1]
[C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][O][C][C@H1][Branch2][Ring1][#Branch2][C@H1][Branch1][=C][O][C@H1][Branch1][Branch1][C@H1][C@@H1][Ring1][=Branch1][O][N][O][C][=Branch1][C][=O][C][C][O][O]	C[C@H1](C(=O)[O-1])OC[C@H1]1[C@H1](O[C@H1]([C@H1][C@@H1]1)ONOC=O)CCOO	[C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][O][C@@H1][C@H1][Branch1][#C][C@@H1][Branch1][O][O][C@@H1][Branch1][Branch1][C@H1][Ring1][=Branch1][O][C][O][O][N][C][=Branch1][C][=O][C]
[C][C@H1][C@H1][Branch2][N][=Branch2][C@H1][Branch2][=N][=Branch1][C@@H1][Branch2][N][S][C@@H1][Branch1][Ring2][O][Ring1][=Branch1][O][C@@H1][C@H1][Branch2][=N][Ring2][C@H1][Branch2][#Branch2][#Branch1][C@H1][Branch2][=Branch2][=C][O][C@H1][Ring1][=Branch1][O][C@H1][C@@H1][Branch2][=N][C][O][O][O][=C][C@@H1][Branch1][Branch1][C@H1][Ring1][=Branch1][O][=Branch1][C][O][O][O][C@H1][C@@H1][Branch2][N][Branch2][Branch1][=Branch2][C@H1][Branch1][Branch2][O][N][C@H1][C@@H1][Branch1][Ring2][O][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@H1][Branch1][=Branch2][C@H1][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][C@@H1][C@H1][Branch2][Ring2][C@H1][Branch1][=N][C@@H1][C@@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][N][C@H1][Branch1][C][=Branch2][C@H1][C@H1][C@@H1][P][C@@H1][Branch1][C@H1][Branch1][O][O][O][C@H1][Branch1][Ring1][Branch1][O][O][Ring1][C@@H1][O][=Branch1][C@H1][=Branch2][O][Branch1][Branch1][C@H1][Branch2][Branch1][Ring2][C@H1][O][=N][P][O][O][=O][C][O][C][C][C][=Branch1][O][O][C][C][C][O][=O][C][C][C][O][=Branch1][O][C][C][O][=O][O][O][O][O][C][O][C][O]	C[C@H1]1[C@H1][C@H1][C@@H1][C@@H1](O1)O[C@@H1]2[C@H1][C@H1][C@H1]O[C@H1]2O[C@H1][C@@H1]OOOC[C@@H1]([C@H1]O)COOO[C@H1][C@@H1][C@H1](ON[C@H1][C@@H1]O)NC(=O)O[C@H1][C@@H1]([C@H1]([C@H1]([C@H1][C@H1](O)C)O)O)[C@@H1]3[C@H1](N[C@@H1][C@@H1](O3)COON[C@H1][C@H1][C@H1][C@@H1]P[C@@H1]OOO[C@H1]O4)O4	[C][C@H1][C@H1][Branch2][#Branch2][Ring2][C@H1][Branch2][=Branch2][#C][C@@H1][Branch2][=Branch2][#Branch2][C@@H1][Branch1][Ring2][O][Ring1][=Branch1][O][C@@H1][C@H1][Branch2][Branch2][N][O][C@H1][Branch2][#Branch1][Ring1][C@@H1][Branch2][=Branch1][=Branch2][C@H1][Ring1][=Branch1][O][C@H1][C@@H1][Branch2][Ring2][O][C@H1][Branch1][=N][C@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][C@@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][N][C][=Branch1][C][=O][C][O][C@H1][C@H1][Branch1][S][C@@H1][Branch1][N][C@@H1][Branch1][Branch2][C@@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][N][C][=Branch1][C][=O][C][O][C@H1][C@H1][Branch1][#C][C@H1][Branch1][#Branch2][O][C@H1][Branch1][Branch1][C@@H1][Ring1][=Branch1][O][O][C][O][O][C][O][O][O][O]
[C][C@@H1][Branch2][=Branch1][=C][C@H1][Branch2][=Branch1][Ring1][O][C@H1][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][Branch1][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][Branch1][C][O-1][O][P][O][P][=Branch1][C][=O][Branch1][C][O-1][O][O-1][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C@@H1][Branch2][Ring1][#Branch1][C@H1][Branch1][P][C@@H1][Branch1][Ring2][O][Ring1][Branch1][C][O][P][=Branch1][C][=O][O][P][=Branch1][C][=O][Branch1][C][O-1][O]	C1[C@@H1]([C@H1](O[C@H1]1NC=NC=C(N=CCC(=O)C[O-1])POP(=O)([O-1])O[O-1])P(=O)[O-1])O	[C][C@@H1][Branch2][Branch1][Ring1][C@H1][Branch2][Ring1][Branch1][O][C@H1][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][P][=Branch1][C][=O][Branch1][C][O-1][O][P][=Branch1][C][=O][Branch1][C][O-1][O-1][O]
[C][C][C][C][C][C][/C][=C][/C][=Branch1][C][=O][S][C][C][=Branch1][C][=O][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch2][=Branch1][Ring2][Branch1][C][C][Branch1][C][C][C][C][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][=O][Branch1][C][O-1][O][C][C@@H1][C@H1][Branch2][Ring1][N][C@H1][Branch2][Ring1][#Branch1][C@@H1][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][N][=Branch1][Ring1][=Branch1][Ring1][=Branch2][N][O][P][=Branch1][C][=O][Branch1][C][O-1][O-1][O-1][O]	CCCCCC/C=C/C(=O)SCC(=O)CCCNC(=O)N[C@@H1](CC(C)CCCOP(=O)([O-1])OC=O)[O-1]	[C][C][C][C][C][C][C][C][/C][=C][/C][=Branch1][C][=O][S][C][C][N][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][C@@H1][Branch2][=Branch1][Ring2][C][Branch1][C][C][Branch1][C][C][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C@@H1][C@H1][Branch2][Ring1][N][C@H1][Branch2][Ring1][#Branch1][C@@H1][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][O][O][P][=Branch1][C][=O][Branch1][C][O-1][O-1][O]
[C][C][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][Branch1][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=Branch1][C][C][C][=Branch1][C][=O][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1].[Cl]	C=C(C(=O)N(C)C1=CC=CC=C1C=C)CCC(=O)C=CC=C.Cl	[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=C][Branch2][Ring1][C][C][=Branch1][Ring2][=N][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][C][C][=Branch1][C][=O][O-1].[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=C][Branch2][Ring1][C][C][=Branch1][Ring2][=N][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][C][C][=Branch1][C][=O][O-1].[Ca+2]
[C][C][=C][C][=Branch2][Ring1][S][=C][C][=Branch2][Ring1][Branch1][=C][Ring1][=Branch1][C][=C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=N][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][O][O][O]	CC1=CC(=CC=C1C=CC(=O)C2=CC=CC(=C2)OC(=O)O)OO	[C][C][=C][C][=C][Branch1][Branch1][C][=N][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][Branch1][Ring2][O][Ring1][=Branch2][C][=C][Branch1][=N][C][=Branch1][=Branch2][=C][Ring1][#Branch1][C][=Branch1][C][=O][O][O][O]
[C][C][N][Branch2][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][=Branch1][C][=O][O-1][C][=O][=Branch1][C][=O][O-1][S][=Branch1][C][S][=Branch1][C][=O][O-1].[Na+1]	C1CN(CC1CCC(C)CCCCCCCCCCCCCCCCCCCCS(=O)(=O)C=O)C=O.[Na+1]	[C][C][N][Branch1][S][C][C][N][Ring1][=Branch1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][O][C][C][S][=Branch1][C][=O][=Branch1][C][=O][O-1].[Na+1]
[C][C][=Branch1][C][=O][N][C@@H1][C@H1][Branch2][=Branch1][=Branch2][C@@H1][Branch2][Branch1][#C][C@H1][Branch2][Ring1][=C][O][C@@H1][Ring1][=Branch1][O][C@H1][C@H1][Branch1][#C][C@H1][Branch1][#Branch2][O][C@@H1][Branch1][=Branch1][O][C@H1][Ring1][=Branch1][O][O][C][O][C][O][C@H1][C@@H1][Branch2][Ring2][=Branch2][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][O][C@@H1][C@@H1][C@H1][Branch1][=N][C@H1][Branch1][=Branch2][C@H1][Branch1][Ring1][=Branch1][C][O][O][O][O]	CC(=O)N[C@@H1]1[C@H1][C@@H1][C@H1]O[C@@H1]1O[C@H1][C@H1]([C@H1](O[C@@H1]O[C@H1]O)OC)OCO[C@H1]2[C@@H1][C@H1]([C@@H1]([C@H1](O2)CO)O)OO[C@@H1][C@@H1][C@H1][C@H1]([C@H1](C)OOO)O	[C][C][O][C@H1][C@@H1][Branch2][Branch1][=C][C@H1][Branch2][Branch1][=Branch2][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][C@H1][C@@H1][Branch2][Ring2][#Branch1][C@H1][Branch2][Ring2][C][C@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][C@@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][O][O][O][O][N][C][=Branch1][C][=O][C]
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][C][=C][N][C][=O][C][=Branch1][N][=C][Branch1][Branch1][C][Ring1][=Branch1][=O][N][Ring1][Branch1][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=Branch2]	C1=CC=C(C=C1)CCCC=CNC=O	[C][=C][C][=Branch2][Ring1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Br][N][C][=Branch1][C][=O][C][=C][Branch1][Branch1][C][Ring1][=Branch1][=O][C][=C][Branch1][Branch1][C][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Br]
[C][O][C][=C][Branch2][Ring1][Ring1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=Branch1][C][C][C][N][C][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1].[Cl]	COC1=C(C2=C(C=C1)C[C@H1]2CCCNCC)CCNC3=CC=CC=C3.Cl	[C][O][C][=C][Branch2][Ring2][Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C@H1][Branch1][Branch1][C][Ring1][=Branch1][=O][C][C][C][C][NH1+1][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C].[Cl-1]
[C][C][C][C][C][C@@H1][Branch2][Ring1][Branch1][/C][=C][/C@H1][C@@H1][Branch2][Ring1][Ring2][C][C@@H1][Branch1][#C][C][Ring1][Branch1][C][C][C][C][C][=Branch1][C][=O][C][=Branch1][C][=O][O][O][O]	CCCCC[C@@H1](/C=C/[C@H1]1[C@@H1]C[C@@H1]C1CCCCC(=O)C=O)OOO	[C][C][C][C][C][C][=Branch1][C][=O][/C][=C][/C@H1][C@@H1][Branch2][Ring1][Ring2][C][C@@H1][Branch1][#C][C@@H1][Ring1][Branch1][C][C][C][C][C][C][C][=Branch1][C][=O][O][O][O]
